,timestamp,tweet
206,2014-22-08 03:04:35,A review of classification techniques http://t.co/MTRq9SibuI
207,2014-22-08 02:15:05,@rasbt Solving the world's toughest problems using data science http://t.co/qVFbzLxWZN
208,2014-22-08 01:37:07,RT @rasbt: Data is beautiful: neat charts about different pronunciations in the US  https://t.co/KabVZ4PaGI http://t.co/ErIxeV9Cuo
209,2014-20-08 17:08:26,RT @rasbt: @vmirly: sounds like that's an interesting course starting end of September: 'Mining Massive Datasets' https://t.co/TgUsbMeh67
210,2014-20-08 17:08:22,@rasbt excellent course! I will take it
211,2014-18-08 13:27:15,"For Big-Data Scientists, ‘Janitor Work’ Is Key Hurdle to Insights http://t.co/5GJhJLUeaH"
212,2014-14-08 18:04:41,seaborn: statistical data visualization Python Visualization Library http://t.co/mKM5WLtH6w http://t.co/jx462bNxyc
213,2014-14-08 17:15:54,Data Science Toolbox - Start doing data science in minutes http://t.co/7MTESZhK2N via @DataSciToolbox
214,2014-12-08 21:31:03,"RT @Stanford: Congratulations to Prof. Maryam Mirzakhani, first female recipient of the #FieldsMedal: http://t.co/OAT05AGLS1 http://t.co/uD…"
215,2014-12-08 21:29:49,RT @plotlygraphs: How much time do you spend online? Check these global averages with data from @globalwebindex https://t.co/VXzYmfYY5d htt…
216,2014-12-08 21:27:46,RT @YhatHQ: Parallel Machine Learning with scikit-learn and IPython | https://t.co/MkhMLDOgVj
217,2014-08-08 14:35:59,"@rasbt when it reaches 100, we should celebrate! :)"
218,2014-08-08 02:40:12,@rasbt faster + more memory efficient
219,2014-08-08 02:39:46,"@rasbt so for reading large datasets into R, it's faster to specify the types of each column in advance. How do you do that in python?"
220,2014-07-08 18:52:17,"Ah, gmail attach buttom is not working!"
221,2014-07-08 18:51:45,@rasbt @jamesaeddy The idea of ggplot (grammer of graphics) is very nice though! but I would prefer the base plotting package
222,2014-06-08 18:42:08,My first interactive plot made by R-ggplot2: https://t.co/TJ8YnYnnpt via @plotlygraphs
223,2014-05-08 14:56:45,RT @rasbt: @vmirly: looks like I found our next-weekend-read “@freakonometrics: 'A Survey of Clustering Data Mining Techniques' http://t.co…
224,2014-05-08 14:56:29,@rasbt @freakonometrics nice survey article! I'll put it in my to do list
225,2014-05-08 14:49:24,"RT @jamesaeddy: .@rasbt @vmirly @YhatHQ Great list! Though dplyr &gt; plyr. For that matter, just append the list w/ https://t.co/UWxYLU2Odm -…"
226,2014-04-08 16:38:58,RT @rasbt: The follow-up to my PCA article: Linear Discriminant Analysis bit by bit (in #Python of course)http://t.co/SbtLszwSmC http://t.c…
227,2014-03-08 01:46:41,"RT @rasbt: 'Why Most Unit Testing is Waste' - you know that I am a big unit testing fan, but here are some interesting thoughts: http://t.c…"
228,2014-03-08 01:41:48,Halloween statistics jokes: http://t.co/2Q0G2M1Tdl
229,2014-03-08 01:37:31,http://t.co/mP1YEbYLoZ
230,2014-01-08 13:54:39,"RT @rasbt: . @vmirly, you are the R guy, here are '10 R packages [you] wish [you] knew about earlier' http://t.co/BKalx03uUz"
231,2014-01-08 00:00:54,RT @rasbt: Here are a few suggestions for 'Styling your #Python #matplotlib plots for publication' http://t.co/aAYyUEHKjB http://t.co/RcrMe…
232,2014-31-07 23:58:55,RT @Sibellgul: Ha ha start your day with a laughter. We #TurkishWomen are #lol to @bulent_arinc. #direnkahkaha #direnkadin #kahkaha http://…
233,2014-31-07 15:33:18,RT @PythonWeekly: An exploratory statistical analysis of the 2014 World Cup Final http://t.co/t55yCffn45 #python #pandas #numpy #matplotlib…
234,2014-31-07 15:30:24,RT @rasbt: Many barplots could be replaced by more informative boxplots.Here are few #matplotlib how-tos: http://t.co/dQli3tGKOd http://t.c…
235,2014-31-07 15:28:35,RT @rasbt: .@vmirly talking about WC and stats: “@PythonWeekly: An exploratory statistical analysis of the 2014 World Cup Final http://t.co…
236,2014-30-07 01:54:48,@rasbt Twitter price increased 30% after earning announcement today! Thanks to #WorldCup and Germany's great victory! http://t.co/EZChfXppju
237,2014-25-07 17:01:15,"@rasbt A data scientist is a better programmer than a statistician, and knows more statistics than a computer scientist!"
238,2014-25-07 16:52:53,"RT @rasbt: fancy, transparent legends in matplotlib via: 
leg=plt.legend(fancybox=True);
leg.get_frame().set_alpha(0.5) http://t.co/4eHHFu6…"
239,2014-25-07 16:52:24,"RT @rasbt: Added a whole new section on the effect of standardization for PCA and machine learning:
http://t.co/x8SMZLTpfs http://t.co/urYE…"
240,2014-15-07 13:34:39,RT @RevolutionR: . @IEEESpectrum ranks #R as no. 9 on its most popular languages list http://t.co/Isd7kqMukm via the blog
241,2014-09-07 15:37:01,RT @analyticbridge: #DataScience Dictionary: http://t.co/ZTScuGKqEy
242,2014-09-07 14:25:35,@coolbutuseless @rasbt   I am implementing this algorithm in an ipython notebook http://t.co/jqj5dlVQmE   it will be done by this weekend
243,2014-07-07 20:41:47,A clustering algorithm based on finding density peaks: http://t.co/1LVbsSSU6e
244,2014-07-07 20:09:22,RT @rasbt: Automatic Soccer Highlights Compilations With Python http://t.co/1eVRkQ6IZj
245,2014-07-07 18:42:12,RT @mapr: Download this free ebook! Practical Machine Learning - A New Look at Anomaly Detection  https://t.co/KzCYNLCIDz
246,2014-07-07 13:50:26,RT @rasbt: Getting &amp; Cleaning Data from External Sources in R via @vmirly http://t.co/3C92UNBQze
247,2014-05-07 15:42:44,"RT @MesutOzil1088: Neymar, i am unhappy. get well soon."
248,2014-05-07 15:34:53,"#WorldCup2014 has no joy without #Neymar dancing with the ball
http://t.co/jRg3jyTfdB"
249,2014-01-07 14:48:38,RT @pnatarajanmd: Great #matplotlib overview by @randal_olson for #datavisualization with #python http://t.co/OgBcdt6ygv #dataviz #bioinfor…
250,2014-27-06 03:20:28,"RT @rasbt: 'What is the difference between Artificial Intelligence, machine learning, statistics, and data mining' http://t.co/nOdA054w3c"
251,2014-27-06 03:14:54,"#corpseflower at #MSU: they had to take care of the plant for 4 years, to have it blossom for 24 hours: http://t.co/P4VDeFU85y"
252,2014-24-06 03:28:06,RT @gvanrossum: Yay! PyPy3! http://t.co/2zsMuqRMCC
253,2014-22-06 13:52:48,Clustering genomic sequences using edit-distance with #R and #python http://t.co/5DdE34XcLn
254,2014-19-06 22:50:49,Predicting #WorldCup2014 results with #python  http://t.co/iVh7oDY6C0
255,2014-18-06 14:16:34,RT @rasbt: 'Nice datasets for #python practice parsing and using JSON:  http://t.co/pkeMj5wM68' some toys for you @vmirly
256,2014-17-06 20:39:49,"New technology: image processing to aid referees
http://t.co/Zpm25XypSh"
257,2014-13-06 21:39:23,RT @pleia2: Ubuntu 14.04 at the @HP booth at @texaslinuxfest http://t.co/4nCN8OfgOU
258,2014-13-06 00:00:20,RT @rasbt: @vmirly Python Weekly - Issue 143: markdown-toclify and the Numpy-Matlab-Julia-R matrix cheat sheet ;) http://t.co/H6NY5TYi0X
259,2014-12-06 23:59:07,"@rasbt yup, I saw that! Thanks! but in your tutorial you didn't mention this :::python thing!! :)"
260,2014-12-06 21:42:35,RT @freakonometrics: 'The World Cup and Economics 2014' http://t.co/IZ7km5LhYl see (among many others) http://t.co/N5yA8pGRBJ
261,2014-12-06 21:42:19,"@rasbt So, do you know why my python code using pygmentize is not highlghted? http://t.co/bsOqwByHY9"
262,2014-11-06 02:51:32,@rasbt Here are all the worldcup matches for Germany:  :) http://t.co/CNeJxQA7HR
263,2014-11-06 02:25:05,"@rasbt Me too! In order to catch up with World Cup, I am trying to parse FIFA website into R and follow the matches:) http://t.co/zAtqG3kwVd"
264,2014-09-06 21:29:13,The Big in Big Data relates to importance not size! http://t.co/XIE5F6vEse
265,2014-09-06 16:19:14,RT @rasbt: Just done putting together 'Diving deep into Python - the not-so-obvious language parts' - now with ~50 % new stuff! http://t.co…
266,2014-07-06 00:43:38,Data Science in Wearable Computing: http://t.co/yqBixkDNpD
267,2014-06-06 20:16:17,pairwise edit-distance:  http://t.co/Tfc5CPmW3B
268,2014-06-06 14:19:11,http://t.co/K98Pxnukta
269,2014-04-06 03:25:51,"@rasbt Oh yeah, that's a very nice notebook!"
270,2014-03-06 00:42:45,RT @AnalyticsChap: Da·ta Sci·en·tist [noun]: Person who is better at Statistics than a Software Engineer and better at Software Engineering…
271,2014-03-06 00:39:28,"@raybesiga @rasbt And specifically for data analysis, numpy and scipy are extremely useful"
272,2014-03-06 00:37:55,"@raybesiga @rasbt If you need a good resource to learn python in general, I would recommend this http://t.co/HGohY5Tv9h"
273,2014-01-06 03:10:59,"@rasbt yes, I joined python weekly to read your articles :)"
274,2014-31-05 12:37:20,"RT @rasbt: @hwmrocker @chengh Compiling it really gave the regexpr a large boost, but it is still not the fastest :) phew http://t.co/b09gn…"
275,2014-30-05 19:03:33,"I've signed up for Python Weekly, a weekly newsletter with all the latest #Python news http://t.co/1YzxyOZvOC"
276,2014-27-05 03:43:32,Application of Kernel PCA to separate two classes (implementation in numpy): http://t.co/Pt35smUrjm
277,2014-12-05 16:23:12,@ga_braganca You should install these libraries for R. The istallation is provided in this github page: https://t.co/41JQk1OtwE
278,2014-12-05 00:57:23,"R Kernel for iPython: a nice way to publish R scripts, and data analysis codes: http://t.co/hOFAuG7qVA"
279,2014-05-05 23:27:17,"For Today’s Graduate, Just One Word: Statistics: http://t.co/cRxT79vyKJ"
280,2014-05-05 23:05:09,My Focus performance is in the top 20%.  @fitbrains  http://t.co/MAZ3IDNJfi
281,2014-04-05 00:58:09,I have finished an online offering of #dbclass! http://t.co/9TqDb5thzO
282,2014-30-04 01:38:00,My Focus performance is in the top 30%.  @fitbrains  http://t.co/ECtbkaa4zq
283,2014-23-04 00:32:25,RT @overlyhnstmthds: Postdoc: 'I've been doing my experiments wrong this whole time. At least my stupidity is statistically significant...'…
284,2014-08-04 02:04:01,Maximum Likelihood Estimation of the covariance matrix: using inverse matrix makes the calculations much simpler http://t.co/o39hzor7Rk
285,2014-06-04 14:32:27,Experiencing how cool ipython is? Now I feel I should have started using ipython much earlier in my education. http://t.co/o39hzor7Rk
286,2013-09-10 14:00:01,"This year Nobel Peace Prize winners in chemistry are researchers in computational chemistry and molecular dynamics! Karplus, Levitt, Warshel"
